comment,comment_clean,label,label_id,rate
"Mình cao 1m66 nặng 55kg, được shop tư vấn là vừa, nhưng thực tế là bị ngắn cả áo lẫn quần 😅😅 Bạn nào thấp hơn mặc sẽ đẹp hơn.","mình cao 1m66 nặng 55kg , được shop tư_vấn là vừa , nhưng thực_tế là bị ngắn cả áo lẫn quần bạn nào thấp hơn mặc sẽ đẹp hơn",NEG,0,2
đừng nên bẩn những chiếc áo như vây nữa nhé . dù là rẻ nhug bán buôn vậy thì k ai vào shop bạn nữa. áo k thể mặc dc . quá tệ.,đừng nên bẩn những chiếc áo như vây nữa nhé . dù là rẻ nhug bán_buôn_vậy thì không ai vào shop bạn nữa . áo không thể mặc được . quá tệ,NEG,0,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.sácg hay.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn . sácg hay,POS,1,5
Mình 1m62 nặng 49kg mình đặt sz L mới vừa dài và bụng hơi kích chứ theo số shop cung cấp đặt sz M sẽ bị chật và ngắn.,mình 1m62 nặng 49kg mình đặt size l mới vừa dài và bụng hơi kích chứ theo số shop cung_cấp đặt size mình sẽ bị chật và ngắn,NEU,2,3
"Shop bán sim lừa đảo ,in giấy đăng ki làm theo cú pháp DK gói vd89p ,mất 89k cuối cùng đăng kí cho số dt khác là sao ,làm ăn gì kì cục vậy.","shop bán sim lừa_đảo , in giấy đăng ki làm theo cú_pháp được gói vd89p , mất 89k cuối_cùng đăng_kí cho số dt khác là sao , làm_ăn gì kì_cục vậy",NEG,0,1
vải quá mỏng Chất lượng sản phẩm tạm được.,vải quá mỏng chất_lượng sản_phẩm tạm được,NEG,0,2
"Hàng y hình, vải đẹp.","hàng y hình , vải đẹp",POS,1,4
Còn chất lượng như nào phải dùng 1 thời gian mới biết được.,còn chất_lượng như nào phải dùng 1 thời_gian mới biết được,NEU,2,3
Sẽ ủng Hộ shop tiếp zà luôn đồg hành cùng shop.,sẽ ủng_hộ shop tiếp zà luôn đồg hành cùng shop,POS,1,5
"Vải cũng đẹp nhưng đường may ko cẩn thận, đã chọn size dự phòng r mà vẫn ko vừa, chất lượng còn kém.","vải cũng đẹp nhưng đường may không cẩn_thận , đã chọn size dự_phòng rồi mà vẫn không vừa , chất_lượng còn kém",NEG,0,1
Hàng giao nhanh chóng giữ chữ tín .. mình sẽ tiếp tục ủn mông shop.,hàng giao nhanh_chóng giữ chữ tín . mình sẽ tiếp_tục ủn mông shop,POS,1,5
Áo bên ngoài thì như hình.,áo bên ngoài thì như hình,NEU,2,3
Hơi bị đẹp nha!!,hơi bị đẹp nha ! !,POS,1,5
Chất liệu quần tốt.,chất_liệu quần tốt,POS,1,5
"Ao dep,lan sau se ug ho shop tiep.","ao dep , lan sau se ug ho shop tiep",POS,1,5
Rộng và dài quá.,rộng và dài quá,NEG,0,2
"Mới đầu k nghĩ quần đẹp như vậy nên mua thử 2c dùg tạm, xog thấy chất ok qá nên phải đặt thêm nữa.","mới_đầu không nghĩ quần đẹp như_vậy nên mua thử 2c dùg tạm , xog thấy chất ok qá nên phải đặt thêm nữa",POS,1,5
Nhưng chất vải rất dày dặn cần nặng tay.,nhưng chất vải rất dày_dặn cần nặng_tay,NEU,2,3
Mình chưa nhận được hàng.,mình chưa nhận được hàng,NEG,0,1
Con thua ao 30k.,con thua ao 30k,NEG,0,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh hi thừa 1 chiếc.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh hi thừa 1 chiếc,POS,1,5
Thùng đựng to nhưng có thể do vận chuyển nên đến tay khách xốp nát hết.,thu ng đư ng to nhưng co thê do vâ n chuyê n nên đê n tay kha ch xô p_na tôi hê tôi,NEU,2,3
"Hàng đẹp y hình , nhưng thời gian nhận hàng quá lâu.","hàng đẹp y hình , nhưng thời_gian nhận hàng quá lâu",NEU,2,3
Quần như hình.,quần như hình,NEU,2,3
Chất thì ko đẹp lắm.,chất thì không đẹp lắm,NEG,0,2
Giá rẻ mà chất lượng ổn quá.,giá rẻ mà chất_lượng ổn quá,POS,1,4
Sáp không có tác dụng mấy.,sáp không có tác_dụng mấy,NEG,0,2
Tạm đuọc.,tạm đuọc,NEU,2,3
Vải ko êm lắm nhưng nhìn chung sp ổn.,vải không êm lắm nhưng nhìn_chung sản_phẩm ổn,NEU,2,3
Về sửa cũng Ok. 3sao vì bị bẩn chút ngay chỗ áo ngực giặt ko sạch Chất lượng sản phẩm tạm được.,về sửa cũng ok . 3sao vì bị bẩn chút ngay chỗ áo ngực giặt không sạch chất_lượng sản_phẩm tạm được,NEU,2,3
Ai đang do dự thì mua đi nhé 🙆🏻♀️ đẹp lẮm luôn ạ.,ai đang do_dự thì mua đi nhé đẹp lắm luôn ạ,POS,1,5
"Rất đẹp, giống hệt hình!","rất đẹp , giống_hệt hình !",POS,1,4
Hơi buồn tí.,hơi buồn tí,NEU,2,3
K lên gấu quần.,không lên gấu quần,NEG,0,2
"Shop phục vụ khá tốt, nhưng một khuy áo bị bung!!!","shop phục_vụ khá tốt , nhưng một khuy áo bị bung ! !",NEG,0,2
"Chất lượng sản phẩm tuyệt vời, Rất đáng tiền, Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh.","chất_lượng sản_phẩm tuyệt_vời , rất xứng_đáng , shop phục_vụ rất tốt , thời_gian giao hàng rất nhanh",POS,1,5
Chất lượng sản phẩm kém mới mặc một lần tua hết vải.,chất_lượng sản_phẩm kém mới mặc một lần tua hết vải,NEG,0,1
Giao nhầm sz.vải đc.,giao nhầm size . vải được,NEU,2,3
Thân!,thân !,NEU,2,3
Áo vải mát nhưng dễ nhăn.,áo vải mát nhưng dễ nhăn,NEU,2,3
Chất lượng sản phẩm kém không đáng tiền chất vải nhăn mỏng rất xấu không xứng với giá tiền.,chất_lượng sản_phẩm kém không xứng_đáng chất vải nhăn mỏng rất xấu không xứng với giá tiền,NEG,0,1
Rộng wa.,rộng wa,NEG,0,2
Hàng mới nhận nhưng giống như xài rồi ..,hàng mới nhận nhưng giống như xài rồi,NEG,0,1
Dày dặn nhưng giặt bị phai nha.,dày_dặn nhưng giặt bị phai nha,NEG,0,2
"Áo trắng hơi mỏng chất k đc đẹp, áo đen thì chấtnok hơn.","áo trắng hơi mỏng chất không được đẹp , áo đen thì chấtnok hơn",POS,1,4
Bề ngang áo chật.,bề ngang áo chật,NEG,0,2
"Chất lượng sản phẩm kém, áo bị xịch,không hài lòng 😒😒😒.","chất_lượng sản_phẩm kém , áo bị xịch , không hài_lòng",NEG,0,1
Giao hàng hơi chậm.,giao hàng hơi chậm,NEG,0,2
K hiểu sao lại ra màu trắng Trận châu.,không hiểu sao lại ra màu trắng trâ n châu,NEU,2,3
"Hàng ko giống hình , cổ may hơi chật , trong hình ko có túi nhưng nhận hàng lại có túi làm xấu áo .","hàng không giống hình , cổ may hơi chật , trong hình không có túi nhưng nhận hàng lại có túi làm xấu áo",NEG,0,1
Chất dai tới nỗi sợ béo thêm 1 2 kí nữa là ních k vừa 😂 ủng hộ shop bán hàng 5 💋.,chất dai tới nỗi sợ béo thêm 1 2 kí nữa là ních không vừa ủng_hộ shop bán hàng 5,NEU,2,3
Hàng như hình nhưng có vẻ do vải lanh nên mặc bộ áo và quần dễ có nhiều nếp gấp.,hàng như hình nhưng có vẻ do vải lanh nên mặc bộ áo và quần dễ có nhiều nếp gấp,NEU,2,3
Áo dày dặn mặc đẹp lắm ..,áo dày_dặn mặc đẹp lắm,POS,1,5
"Tuyệt vời, rất đẹp, sẽ mua thêm tặng người thân ạ, cảm ơn shop.","tuyệt_vời , rất đẹp , sẽ mua thêm tặng người_thân ạ , cảm_ơn shop",POS,1,5
Không quá xuất sắc nhưng hok quá xấu.,không quá xuất_sắc nhưng không quá xấu,NEU,2,3
"Giao sai màu, vải nóng.","giao sai màu , vải nóng",NEG,0,1
Giao hàng k có tâm đồ đạc méo hết.giao hàng bị trễ.,giao hàng không có tâm đồ_đạc méo hết . giao hàng bị trễ,NEG,0,1
Đóng gói sản phẩm rất đẹp và chắc chắn chất áo nóng.,đóng_gói sản_phẩm rất đẹp và chắc_chắn chất áo nóng,POS,1,4
Size S mà hơi rộng so với người em.,size s mà hơi rộng so với người em,NEG,0,2
"Áo may o đẹp vải o đẹp o phải màu tráng tình mà là mầu trắng ngà o vừa ý .lại o cho coi trước khi lấy hàng ,rất thất vọng.","áo may o đẹp vải o đẹp o phải màu tráng tình mà là mầu trắng_ngà o vừa_ý . lại o cho coi trước khi lấy hàng , rất thất_vọng",NEG,0,1
K con j bag.,không con gì bag,POS,1,4
Áo vải mịn mà sai l to quá nữ mặc hơi rộng.,áo vải mịn mà sai l to quá nữ mặc hơi rộng,NEU,2,3
Chúc shop làm ăn tốt.. có cơ hội sẽ quay lại ủng hộ shop.,chúc shop làm_ăn tốt . có cơ_hội sẽ quay lại ủng_hộ shop,NEU,2,3
"Vô trách nhiệm, rất vô trách nhiệm.","vô trách_nhiệm , rất vô trách_nhiệm",NEG,0,1
Tạm chấp nhận dc.,tạm chấp_nhận được,POS,1,4
Size xl mà ngắn quá.,size xl mà ngắn quá,NEU,2,3
"Mua 15 sản phẩm nhờ shop lấy dùm mỗi hình 5 loại mà shop giao 15 hình 1 loại, cũng ổn mà do shop k đọc lưu ý của mình nên thấy chưa hoàn thiện lắm :)).","mua 15 sản_phẩm nhờ shop lấy dùm mỗi hình 5 loại mà shop giao 15 hình 1 loại , cũng ổn mà do shop không đọc lưu_ý của mình nên thấy chưa hoàn_thiện lắm",NEU,2,3
Làm ăn như lol . nt đell tl moi ng xem xét tr khi mua.,làm_ăn như lol . nt đell tl moi ng xem_xét tr khi mua,NEG,0,1
Size 37 nhưng hơi rộng.,size 37 nhưng hơi rộng,NEG,0,2
"Mua 2 hộp phấn mắt, hộp 07 Kiss mặt phấn mới, hộp 05 Joy jam mặt phấn như đã qua sử dụng.","mua 2 hộp phấn mắt , hộp 07 kiss mặt phấn mới , hộp 05 joy jam mặt phấn như đã qua sử_dụng",NEG,0,1
Tuy có vài chỗ bị dư đường chỉ nhưng cắt đi là xong.,tuy có vài chỗ bị dư đường chỉ nhưng cắt đi là xong,NEU,2,3
Áo của shop đẹp lắm nhé.mk k nghĩ laj rẻ và đẹp như vậy..mk mua 4cái .mà cái nào cũng ưng ý hết.giao hàng nhanh.shop nhiệt tình .sẽ ủng hộ shop dài dài.các bạn cứ yên tâm mua hàng của shop nha.,áo của shop đẹp lắm nhé . mình không nghĩ laj rẻ và đẹp như_vậy . mình mua 4cái . mà cái nào cũng ưng_ý hết . giao hàng nhanh . shop nhiệt_tình . sẽ ủng_hộ shop dài_dài . các bạn cứ yên_tâm mua hàng của shop nha,POS,1,5
Mình rất hài lòng về chất liệu.,mình rất hài_lòng về chất_liệu,POS,1,5
Với giá tiền thì áo này cũng phù hợp :d.,với giá tiền thì áo này cũng phù_hợp d,NEU,2,3
Màu hơi tối...,màu hơi tối,NEU,2,3
Giá cả lung tung xèng.,giá_cả lung_tung xèng,NEG,0,2
"Mình nhận dc hàng thực sự thất vọng, giá 3c cả Vc là 125 000 khoan nói về giá nhưng áo gia công cực ẩu .","mình nhận được hàng thực_sự thất_vọng , giá 3c cả vc là 125 00 khoan nói về giá nhưng áo gia_công cực ẩu",NEG,0,1
Dây kéo sau ko thẳng.,dây kéo sau không thẳng,NEU,2,3
Mặc như áo thun bth chứ ko dấu quần đc mặc dù mình cao có 1m5.,mặc như áo thun bth chứ không dấu quần được mặc_dù mình cao có 1m5,NEG,0,2
Giải quyết lâu.,giải_quyết lâu,NEG,0,2
Áo lên dáng đẹp.,áo lên dáng đẹp,POS,1,5
"Chất vải xấu tệ Chất lượng sản phẩm rất kém, Rất không đáng tiền.","chất vải xấu tệ chất_lượng sản_phẩm rất kém , rất không xứng_đáng",NEG,0,1
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền : phân loại đen.,đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất xứng_đáng phân_loại đen,POS,1,5
hàng giống hình form hơi rộng so với mình.,hàng giống hình form hơi rộng so với mình,POS,1,4
"Áo len đơn giản mà đẹp lắm, chất len sờ mịn và mướt lắm nha.","áo len đơn_giản mà đẹp lắm , chất len sờ mịn và mướt lắm nha",POS,1,5
"Áo cute quá, chất vải dày dặn, quá tốt so với giá tiền.","áo cute quá , chất vải dày_dặn , quá tốt so với giá tiền",POS,1,5
Mình mua 2 cây luôn vì màu đẹp nhưng chất son không thực sự ổn.,mình mua 2 cây luôn vì màu đẹp nhưng chất son không thực_sự ổn,NEU,2,3
đầm đẹp. giá hợp lý.,đầm đẹp . giá hợp_lý,POS,1,4
Hàng rẻ tiền.,hàng rẻ_tiền,NEG,0,1
"Bán hàng thì k tư vấn hỏi khách mặc size gì, ship bừa ship đại.","bán hàng thì không tư_vấn hỏi khách mặc size gì , ship bừa ship đại",NEG,0,1
Hơi nhiều ninon.,hơi nhiều ninon,NEU,2,3
Được 1 hôm đỡ kiến.,được 1 hôm đỡ kiến,NEG,0,1
"Shop phục vụ rất tốt ,vải đẹp kiểu dễ thương nhưng mình mặc hơi rộng xíu.","shop phục_vụ rất tốt , va i đe_p kiê u dê thương nhưng mi nh mă c hơi rô ng xi u",POS,1,5
Phí cao quá(lấy lại 1 sao).,phí cao quá lấy lại 1 sao,NEG,0,2
Đến lúc hỏi giải quyết thì vẫn không nhận được lại một lời gì cả.,đến lúc hỏi giải_quyết thì vẫn không nhận được lại một lời gì cả,NEU,2,3
"Áo form rộng, chất mát 🌹.","áo form rộng , chất mát",POS,1,4
Hy vọng shop giao đẹp giống cái đầu tiên.,hy_vọng shop giao đẹp giống cái đầu_tiên,NEU,2,3
Nhưng shop giao nhầm màu.,nhưng shop giao nhầm màu,NEU,2,3
Áo mỏng Thời gian giao hàng nhanh.,áo mỏng thời_gian giao hàng nhanh,NEU,2,3
"Shop giao thiếu của mình 1 áo. nhưng đã hoàn tiền lại rất nhanh, Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.","shop giao thiếu của mình 1 áo . nhưng đã hoàn tiền lại rất nhanh , shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời",POS,1,4
Dây hơi dài.,dây hơi dài,NEG,0,2
Gối hơi nhỏ.,gối hơi nhỏ,NEG,0,2
Áo quá dài và vải rất mỏng Giá cả chấp nhận được.,a o qua da i va va i râ tôi mo ng giá_cả chấp_nhận được,NEG,0,2
Áo chất siêu đẹp so vs giá thích cả màu xanh coban mà lúc mua hết mất 😂😂 Thời gian giao hàng rất nhanh.,áo chất siêu đẹp so với giá thích cả màu xanh coban mà lúc mua hết mất thời_gian giao hàng rất nhanh,POS,1,5
Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.Quá rẻ so với chất lượng hàng.,shop phục_vụ rất tốt shop phục_vụ rất tốt thời_gian giao hàng rất nhanh . quá rẻ so với chất_lượng hàng,POS,1,5
Có lưng điều chỉnh tiện lợi.,có lưng điều_chỉnh tiện_lợi,POS,1,5
Chất lượng sản phẩm tot nhung hoi mong .,chất_lượng sản_phẩm tot nhung hoi mong,POS,1,4
"Vải được, nhưng bé 10kg mà shop gửi cho váy rộng thế này thì bao giờ bé nhà e mới mặc được shop ơi.","vải được , nhưng bé 10kg mà shop gửi cho váy rộng thế này thì bao_giờ bé nhà e mới mặc được shop ơi",NEU,2,3
"Hàng y hình,giao hàng nhanh,size hơi rộng so với chuẩn.","hàng y hình , giao hàng nhanh , size hơi rộng so với chuẩn",POS,1,4
Ao trắng may cổ hơi bị bo chút chất ok.,ao trắng may cổ hơi bị bo chút chất ok,NEU,2,3
Vẫn ưng vì áo đẹp :)).,vẫn ưng vì áo đẹp,POS,1,4
Cảm ơn shop!!,cảm_ơn shop ! !,NEU,2,3
"Đặt màu trắng shop giao màu xanh,1 sự nhầm lẫn ,mình cần áo trắng đi làm??????","đặt màu trắng shop giao màu xanh , 1 sự nhầm_lẫn , mình cần áo trắng đi làm ? ?",NEG,0,2
Chất lượng sản phẩm tuyệt vời.Vải khá dày dặn giống hình.,chất_lượng sản_phẩm tuyệt_vời . vải khá dày_dặn giống hình,POS,1,5
Vừa đặt hôm trước hôm.,vừa đặt hôm trước hôm,NEU,2,3
Áo có 40k mà chất dày dặn lắm nhé.,áo có 40k mà chất dày_dặn lắm nhé,NEU,2,3
Mới nguyên mà hỏng luôn 1 bên tai rồi.,mới nguyên mà hỏng luôn 1 bên tai rồi,NEG,0,2
Hôm sau chúng nó lại hoành hành từ ngày này sang ngày khác như thật vậy.,hôm sau chúng_nó lại hoành_hành từ ngày này sang ngày khác như thật_vậy,NEG,0,1
Giao hàng nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,giao hàng nhanh đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS,1,4
Áo mặc rất đẹp.,áo mặc rất đẹp,POS,1,5
"Hàng ok, shop cập nhật thêm nhiều sp khác nhé.","hàng ok , shop cập_nhật thêm nhiều sản_phẩm khác nhé",POS,1,4
quảng cáo quần có thun chỉnh bụng mà k có. sản phẩm cũng được.,quảng_cáo quần có thun chỉnh bụng mà không có . sản_phẩm cũng được,NEU,2,3
Quần mặc êm.,quần mặc êm,POS,1,4
mh đặt 2 áo sao gửi cho mh có 1 áo vậy shop.,mh đặt 2 áo sao gửi cho mh có 1 áo vậy shop,NEU,2,3
"Áo xanh vải rất ok, nhưng màu trắng k đẹp.","áo xanh vải rất ok , nhưng màu trắng không đẹp",POS,1,4
Dùng bỏ rác văn phòng rất hợp lí.,dùng bỏ rác văn_phòng rất hợp_lí,POS,1,5
Bó cánh.,bó cánh,NEG,0,2
"Chất lượng ổn nhưng k bằng quần giống y vậy 20k/cái ạ, vì tiền nào của nấy mà.","chất_lượng ổn nhưng không bằng quần giống y_vậy 20k cái ạ , vì tiền nào của nấy mà",NEU,2,3
Tay ko dài như mog đợi.,tay không dài như mog đợi,NEG,0,2
"Áo đẹp màu đẹp, giao hang nhanh.","áo đẹp màu đẹp , giao hang_nhanh",POS,1,5
"Form đẹp, nhưng size này cho ng <45kg thì vừa, m 48kg mặc chật.","form đẹp , nhưng size này cho ng 45kg thì vừa , mình 48kg mặc chật",POS,1,4
Nhìn rất xinh.,nhìn rất xinh,POS,1,4
Áo đẹp !!!,áo đẹp ! !,POS,1,5
"ngon lắm luôn , date dài đóng gói lại cẩn thận nữa chả nói chung 100 sao :)).","ngon lắm luôn , date dài đóng_gói lại cẩn_thận nữa chả nói_chung 100 sao",POS,1,5
"Mình 40kg mà mặc bó sát luôn, cổ áo chật nên bị bó vào cổ khó chịu.","mình 40kg mà mặc bó sát luôn , cổ áo chật nên bị bó vào cổ khó_chịu",NEG,0,2
Chắc chắn.,chắc_chắn,NEU,2,3
Tay dài ra ngắn .,tay dài ra ngắn,NEG,0,1
Chờ nhận hàng lâu mà nhận hàng thất vọng.,chờ nhận hàng lâu mà nhận hàng thất_vọng,NEU,2,3
Sai hàng.,sai hàng,NEG,0,2
Chất lượng sản phẩm không được tốt bằng sản phẩm mình mua trực tiếp ở các cửa hàng.,chất_lượng sản_phẩm không được tốt bằng sản_phẩm mình mua trực_tiếp ở các cửa_hàng,NEG,0,1
"Nhanh,chuẩn!","nhanh , chuẩn !",POS,1,5
Tuy nhiên có Áo nhỏ có Áo lại to.,tuy_nhiên có áo nhỏ có áo lại to,NEU,2,3
Shop check tn mình đi... giao hàng nhầm cho mình rui.,shop check tn mình đi . giao hàng nhầm cho mình rui,NEG,0,2
Chất luợng sp tốt.,chất luợng sản_phẩm tốt,POS,1,5
"Áo chất vải dày dặn, màu đỏ đô rất đẹp.","áo chất vải dày_dặn , màu đỏ đô rất đẹp",POS,1,5
Chưa dùng nhưng vẫn cho shop 5 sao.,chưa dùng nhưng vẫn cho shop 5 sao,POS,1,5
Để ăngten trong phòng khách tín hiệu siêu yếu.,để ăngten trong phòng khách tín_hiệu siêu yếu,NEU,2,3
Chất Lượng san Pham Tuyet voi.,chất_lượng san pham tuyet voi,POS,1,5
"Hoa thêu rời rạc, áo được 57kg mặc vẫn vừa. so với giá là ổn.","hoa thêu rời_rạc , áo được 57kg mặc vẫn vừa . so với giá là ổn",NEU,2,3
Lấy 12c mà giờ k dám giao cho khách.,lấy 12c mà giờ không dám giao cho khách,NEG,0,1
Thật ko biết nói sao khi đưa áo cho cô đồng nghiệp hơn 50 tuổi.,thật không biết nói sao khi đưa áo cho cô_đồng_nghiệp hơn 50 tuổi,NEU,2,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt shop phục_vụ rất tốt thời_gian giao hàng rất nhanh,NEG,0,2
"Áo cực kì đúng ý, đẹp, vải ok.","áo cực_kì đúng ý , đẹp , vải ok",POS,1,5
Sản phẩm là NAN 1 400g mà sao khi ktra mã vạch lại ra loại 800g ạ.,sản_phẩm là nan 1 400g mà sao khi ktra mã_vạch lại ra loại 800g ạ,NEG,0,2
Mặc dễ xù.,mặc dễ xù,NEG,0,2
Cực đẹp nha ❤❤❤.,cực đẹp nha,POS,1,5
"Khuy gồm loại 6cm -3 cái, loại 3 cm -4cái.","khuy gô mình loa i 6cm 3 ca i , loa i 3 cm 4ca i",NEU,2,3
Bao bì qua loa k có hạn sử dụng.,bao_bì qua_loa không có_hạn sử_dụng,NEG,0,1
Size 28 quần này cỡ size 26 thôi.,size 28 quần này cỡ size 26 thôi,NEG,0,1
"Quần rộng quá, tầm 60kg thì mặc mới vừa.","quần rộng quá , tầm 60kg thì mặc mới vừa",NEU,2,3
Nhưng mà mặc vừa vặn.,nhưng mà mặc vừa_vặn,NEU,2,3
Không có màu đen nên hơi tiếc.,không có màu đen nên hơi tiếc,POS,1,4
Ko muốn quay lại.,không muốn quay lại,NEG,0,1
"Voucher rất nhanh tới, khoảng 15’.","voucher rất nhanh tới , khoảng 15",POS,1,4
P/s kiểu này lần sau có mua chax phải tạo tk mới.,p s kiểu này lần sau có mua chax phải tạo tk mới,NEU,2,3
Ko còn mùi.,không còn mùi,NEG,0,2
Miếng vá nhỏ tí.,miếng vá nhỏ tí,NEG,0,2
"Hàng như hình, đẹp, hài lòng.","hàng như hình , đẹp , hài_lòng",NEU,2,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,1,5
Shop bao hàng cẩn thận đợt sau nhé :).,shop bao hàng cẩn_thận đợt sau nhé,NEU,2,3
"Chất lượng sản phẩm tuyệt vời, hạn sd 1/2019, shop tư vấn nhiệt tình.","chất_lượng sản_phẩm tuyệt_vời , hạn sd 1 2019 , shop tư_vấn nhiệt_tình",POS,1,5
"Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh.","đóng_gói sản_phẩm rất đẹp và chắc_chắn , shop phục_vụ rất tốt , thời_gian giao hàng rất nhanh",POS,1,4
Bao Vải khá ok.,bao vải khá ok,POS,1,4
Vẫn ưng như lần đầu.,vẫn ưng như lần đầu,POS,1,5
Ngon.,ngon,NEU,2,3
Sẽ ủng hộ shop dài dài 💋 Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt.,sẽ ủng_hộ shop dài_dài rất xứng_đáng thời_gian giao hàng rất nhanh shop phục_vụ rất tốt,POS,1,5
Chất lượng sản phẩm tuyệt vời hang dep y hinh.,chất_lượng sản_phẩm tuyệt_vời hang dep y hinh,POS,1,4
Chất vải tạm được Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,chất vải tạm được đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS,1,4
"Đóng gói đẹp, giao đúng hàng, sp chất lượng, giá tốt... rất hài lòng shop ơi, sẽ tiếp tục ủng hộ nè.","đóng_gói đẹp , giao đúng hàng , sản_phẩm chất_lượng , giá tốt . rất hài_lòng shop ơi , sẽ tiếp_tục ủng_hộ nè",POS,1,5
Bị mẹ lấy luôn rồi.,bị mẹ lấy luôn rồi,POS,1,5
Chưa dùng nên chưa biết chất lượng như thế nào.,chưa dùng nên chưa biết chất_lượng như thế_nào,NEU,2,3
Bộ thẻ hữu ích giá lại rẻ.,bô the hư u i ch gia la i re,POS,1,4
Chất lượng sản phẩm trên cả tuyệt vời😍 rất mê luôn....,chất_lượng sản_phẩm trên cả tuyệt_vời rất mê luôn,POS,1,5
Hi vọng shop ko giận.,hi_vọng shop không giận,NEU,2,3
Mình 52kg mặc size M vẫn hơi rộng xíu nhưng chất lượng xuất sắc.,mình 52kg mặc size mình vẫn hơi rộng xíu nhưng chất_lượng xuất_sắc,POS,1,4
Đóng gói cẩn thận và còn được tặng kèm một đôi tất nưaz.,đóng_gói cẩn_thận và còn được tặng kèm một_đôi tất_nưaz,POS,1,4
Tiền nào của náy.,tiền nào của náy,NEU,2,3
Vải cứng và mỏq kh đáng đồng tiền.,vải cứng và mỏq không đáng đồng_tiền,NEG,0,1
"Đường may nhăn nhíu, khuy áo đơm rất ẩu, chỉ thừa tùm lum.","đường may nhăn nhíu , khuy áo đơm rất ẩu , chỉ thừa tùm_lum",NEG,0,2
Chật lượng sản phẩm rất tốt.,chật lượng sản_phẩm rất tốt,POS,1,5
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.","chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh",POS,1,5
yêuuu.,yêuu,POS,1,5
"Lau thì sạch, mà chạy hơi lộn xộn, chắc chưa quen.","lau thì sạch , mà chạy hơi lộn_xộn , chắc chưa quen",NEU,2,3
Sản phẩm tốt dùng rất thích nha!!!,sản_phẩm tốt dùng rất thích nha ! !,POS,1,5
Các bạn nên chọn thêm 1 sz nữa là mặc vừa đẹp.,các bạn nên chọn thêm 1 size nữa là mặc vừa đẹp,POS,1,5
Hàng chỉ giống mỗi màu.,hàng chỉ giống mỗi màu,NEU,2,3
Nhưng in chữ rõ ràng.,nhưng in chữ rõ_ràng,NEU,2,3
Không ngờ sách vô cùng tuyệt vời.,không ngờ sách vô_cùng tuyệt_vời,POS,1,5
Hàng đẹp nhưng bị nhỏ hơn so với shop đã báo số kg.,hàng đẹp nhưng bị nhỏ hơn so với shop đã báo số kg,NEU,2,3
Màu lên màu hồng ko phải màu cam hicc...,màu lên màu hồng không phải màu cam hicc,NEG,0,2
Mặc thoải mái phết.,mặc thoải_mái phết,POS,1,5
"Thời gian giao hàng nhanh, chất lượng tốt phù hợp với giá tiền.","thời_gian giao hàng nhanh , chất_lượng tốt phù_hợp với giá tiền",POS,1,4
Cảm ơn shop nhiều!,cảm_ơn shop nhiều !,POS,1,5
Chất lượng sản phẩm tạm được.Tien nao vai day.,chất_lượng sản_phẩm tạm được . tien nao vai day,NEU,2,3
