content,score,app_source,sentiment,language,review_text_clean,review_text_segmented
nói là bán 4 tháng3-6 tháng 3 mà giờ tới 8 tháng 3,5,com.shopee.vn,positive,vi,nói là bán 4 tháng3 6 tháng 3 mà giờ tới 8 tháng 3,nói là bán 4 tháng3 6 tháng 3 mà giờ tới 8 tháng 3
giao hàng rất chậm,1,com.shopee.vn,negative,vi,giao hàng rất chậm,giao hàng rất chậm
"thay đổi địa chỉ nhận hàng từ đối diện sang kế bên rồi ko sài được voucher 100k luôn,bức xúc không làm được gì.",1,com.shopee.vn,negative,vi,thay đổi địa chỉ nhận hàng từ đối diện sang kế bên rồi không sài được voucher 100k luôn bức xúc không làm được gì,thay_đổi địa_chỉ nhận hàng từ đối_diện sang kế bên rồi không sài được voucher 100 k luôn bức_xúc không làm được gì
Tốt về mọi mặt,5,com.shopee.vn,positive,vi,tốt về mọi mặt,tốt về mọi mặt
"rất ok, tiện lợi, nhiều ưu đãi...",5,com.shopee.vn,positive,vi,rất ok tiện lợi nhiều ưu đãi,rất ok_tiện_lợi nhiều ưu_đãi
Mọe đặt hàng ko cho Phương thức thanh toán khi nhận hàng giá Sale mà éo đặt dc,1,com.shopee.vn,negative,vi,mọe đặt hàng không cho phương thức thanh toán khi nhận hàng giá sale mà éo đặt được,mọe đặt_hàng_không cho phương_thức thanh_toán khi nhận hàng giá sale mà éo đặt được
ứng dụng tốt,5,com.shopee.vn,positive,vi,ứng dụng tốt,ứng_dụng tốt
tôi mua hàng mà ko giao nhưng shoppe lại thông báo đơn hàng đã đc giao nhưng chưa giao cho tôi,1,com.shopee.vn,negative,vi,tôi mua hàng mà không giao nhưng shoppe lại thông báo đơn hàng đã đc giao nhưng chưa giao cho tôi,tôi mua hàng mà không giao nhưng shoppe lại thông_báo đơn hàng đã đc giao nhưng chưa giao cho tôi
w up Sa lên nào p về quản ở,4,com.shopee.vn,positive,vi,w up sa lên nào p về quản ở,w up sa lên nào p về quản ở
"tham gia game cho đã vô cuối cùng nói không nhận xu được??? Còn thêm bực, vào app kh được??? không làm được mình xóa app đi ạ? vào app thì không tương tác gì được??? khuyên không nên tải để app sập cmn đ. thử nhiều lần vẫn kh thể vào đc app",1,com.shopee.vn,negative,vi,tham gia game cho đã vô cuối cùng nói không nhận xu được còn thêm bực vào app kh được không làm được mình xóa app đi ạ vào app thì không tương tác gì được khuyên không nên tải để app sập cmn đ thử nhiều lần vẫn kh thể vào đc app,tham_gia game cho đã vô cuối_cùng nói không nhận xu được còn thêm bực vào app kh được không làm được mình xóa app đi ạ vào app thì không tương_tác gì được khuyên không nên tải để app sập cmn đ thử nhiều lần vẫn kh_thể vào đc app
giao hàng thì tự hủy không gọi điện không gì hết mất hết hứng,1,com.shopee.vn,negative,vi,giao hàng thì tự hủy không gọi điện không gì hết mất hết hứng,giao hàng thì tự hủy không gọi điện không gì hết mất hết hứng
"app sài okelaa, lag nhma dịch vụ tạm được",5,com.shopee.vn,positive,vi,app sài okelaa lag nhma dịch vụ tạm được,app sài okelaa lag nhma dịch_vụ tạm được
chờ rất lâu và ko cập nhật tình trạng đơn hàng đến tay khách hàng thì shipper nói chuyện ko tôn trọng khách hàng thực sự rất bực tức,1,com.shopee.vn,negative,vi,chờ rất lâu và không cập nhật tình trạng đơn hàng đến tay khách hàng thì shipper nói chuyện không tôn trọng khách hàng thực sự rất bực tức,chờ rất lâu và không cập_nhật tình_trạng đơn hàng đến tay khách_hàng thì shipper nói_chuyện không tôn_trọng khách_hàng thực_sự rất bực_tức
đơn hàng áp được voucher xong thì toàn bị hủy đơn khóa tk,1,com.shopee.vn,negative,vi,đơn hàng áp được voucher xong thì toàn bị hủy đơn khóa tk,đơn hàng áp được voucher xong thì toàn bị hủy đơn khóa tk
"Hàng hóa đa dạng, giá rẻ, chất lượng. Shopee mãi đỉnh",5,com.shopee.vn,positive,vi,hàng hóa đa dạng giá rẻ chất lượng shopee mãi đỉnh,hàng hóa đa_dạng giá rẻ chất_lượng shopee mãi đỉnh
xài ứng dụng tốt,5,com.shopee.vn,positive,vi,xài ứng dụng tốt,xài ứng_dụng tốt
shopee quá ok,5,com.shopee.vn,positive,vi,shopee quá ok,shopee quá ok
rất ưng ý về sản phẩm,5,com.shopee.vn,positive,vi,rất ưng ý về sản phẩm,rất ưng_ý về sản_phẩm
"t mua phải hàng lỗi hàng hỏng, quay clip báo hỏng, 53 giây gửi nó k cho gửi nó bắt phải nhỏ hơn 60mb ?? r định lên đánh giá 1 sao cho shop đấy. Lấy clip kia cài vào luôn nhưng mà k được. Nó báo clip gửi lên k được quá 3 giây? như thế thì còn kiểm lỗi đánh giá kiểu gì?? ít nhiều thì cx k được quá 60s nghe còn chấp nhận được.",1,com.shopee.vn,negative,vi,t mua phải hàng lỗi hàng hỏng quay clip báo hỏng 53 giây gửi nó không cho gửi nó bắt phải nhỏ hơn 60mb rồi định lên đánh giá 1 sao cho shop đấy lấy clip kia cài vào luôn nhưng mà không được nó báo clip gửi lên không được quá 3 giây như thế thì còn kiểm lỗi đánh giá kiểu gì ít nhiều thì cũng không được quá 60s nghe còn chấp nhận được,t mua phải hàng lỗi hàng hỏng quay clip báo hỏng 53 giây gửi nó không cho gửi nó bắt phải nhỏ hơn 60 mb rồi định lên đánh_giá 1 sao cho shop đấy lấy clip kia cài vào luôn nhưng_mà không được nó báo clip gửi lên không được quá 3 giây như_thế thì còn kiểm_lỗi đánh_giá kiểu gì ít_nhiều thì cũng không được quá 60 s nghe còn chấp_nhận được
mua hàng giá rẻ,5,com.shopee.vn,positive,vi,mua hàng giá rẻ,mua hàng giá rẻ
ko mua đc hàng km mã km không dùng dc,1,com.shopee.vn,negative,vi,không mua đc hàng km mã km không dùng được,không mua đc hàng km mã km không dùng được
"Dịch vụ tệ, đơn về đến chỗ để giao rồi mà tận mấy hôm cũng không giao, mua đơn nào cũng thấy giao hàng chậm hơn hẹn. Vận chuyển tệ hơn cả sàn đen rồi",1,com.shopee.vn,negative,vi,dịch vụ tệ đơn về đến chỗ để giao rồi mà tận mấy hôm cũng không giao mua đơn nào cũng thấy giao hàng chậm hơn hẹn vận chuyển tệ hơn cả sàn đen rồi,dịch_vụ tệ_đơn về đến chỗ để giao rồi mà tận mấy hôm cũng không giao mua đơn nào cũng thấy giao hàng chậm hơn hẹn vận_chuyển tệ hơn cả sàn đen rồi
hihi đe hay,5,com.shopee.vn,positive,vi,hihi đe hay,hihi đe hay
"giá rẻ hơn kênh khác , vận chuyển cũng rẻ , sẽ mua của shop dài dài",5,com.shopee.vn,positive,vi,giá rẻ hơn kênh khác vận chuyển cũng rẻ sẽ mua của shop dài dài,giá rẻ hơn kênh khác vận_chuyển cũng rẻ sẽ mua của shop dài dài
"Thất vọng kinh khủng. Tại sao cơ chế hủy đơn lại để cho shipper quyết định. Hàng chờ cả tuần, xong lúc giao đúng lúc bận, mai giao lại thì tự ý hủy đơn. Djt cả lò mấy thằng shipper. Mà cũng từng có lúc shipper đ thèm gọi cơ. Bên quản lý vận chuyển kiểu gì vậy, chính sách shopee kiểu gì vậy. Ngu xuẩn.",1,com.shopee.vn,negative,vi,thất vọng kinh khủng tại sao cơ chế hủy đơn lại để cho shipper quyết định hàng chờ cả tuần xong lúc giao đúng lúc bận mai giao lại thì tự ý hủy đơn djt cả lò mấy thằng shipper mà cũng từng có lúc shipper đ thèm gọi cơ bên quản lý vận chuyển kiểu gì vậy chính sách shopee kiểu gì vậy ngu xuẩn,thất_vọng kinh_khủng tại_sao cơ_chế hủy đơn lại để cho shipper quyết_định hàng chờ cả tuần xong lúc giao đúng lúc bận_mai giao lại thì tự_ý hủy đơn_djt cả lò mấy thằng shipper mà cũng từng có lúc shipper đ thèm gọi cơ bên quản_lý vận_chuyển kiểu gì vậy chính_sách shopee kiểu gì vậy ngu xuẩn
"hàng giao quá lâu, ngâm như ngâm rượi",1,com.shopee.vn,negative,vi,hàng giao quá lâu ngâm như ngâm rượi,hàng giao quá lâu_ngâm như ngâm rượi
Đang khởi động lại ứng dụng Shopee mà chờ lâu để cho nó khởi động lại. Cái kiểu cái quáy gì vậy?! 😡🤬,1,com.shopee.vn,negative,vi,đang khởi động lại ứng dụng shopee mà chờ lâu để cho nó khởi động lại cái kiểu cái quáy gì vậy,đang khởi_động lại ứng_dụng shopee mà chờ lâu để cho nó khởi_động lại cái kiểu cái quáy gì vậy
ootee,5,com.shopee.vn,positive,vi,ootee,ootee
"Có vay thì vào đúng trang VayTotNhat kiếm 5tr góp sau. Bị 3 đơn hàng về kho 3-4 tuần không giao rồi tự ý hủy đơn mà không hề có 1 cuộc gọi nào, dù khiếu nại cũng không tác dụng gì, giờ còn 1 đơn cuối đặt trc Tết 3 tuần đợi đến giờ chắc cũng cùng số phận, thu tiền VIP mà làm ăn quá mất dạy, 1 sao cũng không xứng đáng",5,com.shopee.vn,positive,vi,có vay thì vào đúng trang vaytotnhat kiếm 5tr góp sau bị 3 đơn hàng về kho 3 4 tuần không giao rồi tự ý hủy đơn mà không hề có 1 cuộc gọi nào dù khiếu nại cũng không tác dụng gì giờ còn 1 đơn cuối đặt trc tết 3 tuần đợi đến giờ chắc cũng cùng số phận thu tiền vip mà làm ăn quá mất dạy 1 sao cũng không xứng đáng,có vay thì vào đúng trang vaytotnhat kiếm 5 tr góp sau bị 3 đơn hàng về kho 3 4 tuần không giao rồi tự_ý hủy đơn mà không hề có 1 cuộc_gọi nào dù khiếu_nại cũng không tác_dụng gì giờ còn 1 đơn cuối đặt trc tết 3 tuần đợi đến giờ chắc cũng cùng số_phận thu tiền vip mà làm_ăn quá mất dạy 1 sao cũng không xứng_đáng
mịa mua cục pin thay mà cứ ko hình thúc giao hang qq gì ko,1,com.shopee.vn,negative,vi,mịa mua cục pin thay mà cứ không hình thúc giao hang qq gì không,mịa mua cục pin thay mà cứ không hình_thúc giao hang qq gì không
"shopee chưa bao giờ khiến tôi hài lòng để đánh giá 5 sao, có quá nhiều lỗi bất cập, tôi làm affilate bằng rải link trên facebook được mấy đồng chưa kịp rút thì hủy mất của người ta mà không nói rõ lý do chính đáng. Sàn này quét vi phạm rất linh tinh, nếu tôi có vi phạm thì đã không bức xúc như này",1,com.shopee.vn,negative,vi,shopee chưa bao giờ khiến tôi hài lòng để đánh giá 5 sao có quá nhiều lỗi bất cập tôi làm affilate bằng rải link trên facebook được mấy đồng chưa kịp rút thì hủy mất của người ta mà không nói rõ lý do chính đáng sàn này quét vi phạm rất linh tinh nếu tôi có vi phạm thì đã không bức xúc như này,shopee chưa bao_giờ khiến tôi hài_lòng để đánh_giá 5 sao có quá nhiều lỗi bất_cập tôi làm affilate bằng rải link trên facebook được mấy đồng chưa kịp rút thì hủy mất của người ta mà không nói rõ lý_do chính_đáng sàn này quét vi_phạm rất linh_tinh nếu tôi có vi_phạm thì đã không bức_xúc như này
"tuyệt vời, mình rất thích",5,com.shopee.vn,positive,vi,tuyệt vời mình rất thích,tuyệt_vời mình rất thích
shopee nên làm viêc lai voi shipbo lai di goi cho khach hang 1 cuôc goi xong tu hoan hang ve lam ăn vay mât khach hang het,2,com.shopee.vn,negative,vi,shopee nên làm viêc lai voi shipbo lai di goi cho khach hang 1 cuôc goi xong tu hoan hang ve lam ăn vay mât khach hang het,shopee nên làm viêc lai_voi shipbo lai di_goi cho khach hang 1 cuôc goi xong tu_hoan hang ve_lam ăn vay mât khach hang het
giao hàng quá lâu không có cải thiện dù khách đã phản ánh rất nhiều. giá cả thì cao hơn so với chất lượng hàng hóa. Làm ăn kiểu này thì chỉ có ngày chết sớm vì không kiểm soát được.,1,com.shopee.vn,negative,vi,giao hàng quá lâu không có cải thiện dù khách đã phản ánh rất nhiều giá cả thì cao hơn so với chất lượng hàng hóa làm ăn kiểu này thì chỉ có ngày chết sớm vì không kiểm soát được,giao hàng quá lâu không có cải_thiện dù khách đã phản_ánh rất nhiều giá_cả thì cao hơn so với chất_lượng hàng hóa làm_ăn kiểu này thì chỉ có ngày chết sớm vì không kiểm_soát được
quảng cáo,1,com.shopee.vn,negative,vi,quảng cáo,quảng_cáo
. .,5,com.shopee.vn,positive,vi,,
"hàng của shop gửi về rất ok,sẽ ủng hộ shop lâu dài",5,com.shopee.vn,positive,vi,hàng của shop gửi về rất ok sẽ ủng hộ shop lâu dài,hàng của shop gửi về rất ok sẽ ủng_hộ shop lâu_dài
Làm việc rất là an toàn và rất tốt khi mình được biết,5,com.shopee.vn,positive,vi,làm việc rất là an toàn và rất tốt khi mình được biết,làm_việc rất là an_toàn và rất tốt khi mình được biết
bực bội 😡,1,com.shopee.vn,negative,vi,bực bội,bực_bội
"Dễ dàng tìm kiếm sản phẩm và mua hàng, vận chuyển nhanh, chi phí tiết kiệm, chính sách trả hàng hoàn tiền rất tốt, bảo vệ người tiêu dùng yên tâm khi mua sắm onl. có nhiều mã KM hot. rất ok",5,com.shopee.vn,positive,vi,dễ dàng tìm kiếm sản phẩm và mua hàng vận chuyển nhanh chi phí tiết kiệm chính sách trả hàng hoàn tiền rất tốt bảo vệ người tiêu dùng yên tâm khi mua sắm onl có nhiều mã km hot rất ok,dễ_dàng tìm_kiếm sản_phẩm và mua hàng vận_chuyển nhanh chi_phí tiết_kiệm chính_sách trả hàng hoàn tiền rất tốt bảo_vệ người tiêu_dùng yên_tâm khi mua_sắm onl có nhiều mã km hot rất ok
"định mẹ chơi game toàn qangr cáo shoppe. rồi còn giấu bỏ giả, lúc thì nhỏ khó bấm. nó còn kêu phải vào shope mới bấm đc nút bỏ. hiện lên mấy quảng cáo shoper phiền vãi l",2,com.shopee.vn,negative,vi,định mẹ chơi game toàn qangr cáo shoppe rồi còn giấu bỏ giả lúc thì nhỏ khó bấm nó còn kêu phải vào shope mới bấm đc nút bỏ hiện lên mấy quảng cáo shoper phiền vãi l,định mẹ chơi game toàn qangr_cáo shoppe rồi còn giấu bỏ giả lúc thì nhỏ khó bấm nó còn kêu phải vào shope mới bấm đc nút bỏ hiện lên mấy quảng_cáo shoper phiền_vãi l
hàng hóa giá cả không đúng với giá niêm yết,1,com.shopee.vn,negative,vi,hàng hóa giá cả không đúng với giá niêm yết,hàng hóa giá_cả không đúng với giá niêm_yết
"đa dạng sản phẩm,",5,com.shopee.vn,positive,vi,đa dạng sản phẩm,đa_dạng sản_phẩm
đăng nhập lại nãy j mà chưa đc cau v*,2,com.shopee.vn,negative,vi,đăng nhập lại nãy j mà chưa đc cau v,đăng_nhập lại nãy_j mà chưa đc_cau v
ứng dụng shopee giúp tôi tiếc kiệm được rất nhiều thời gian và tiện lợi nhiều hơn khi mua hàng,5,com.shopee.vn,positive,vi,ứng dụng shopee giúp tôi tiếc kiệm được rất nhiều thời gian và tiện lợi nhiều hơn khi mua hàng,ứng_dụng shopee giúp tôi tiếc_kiệm được rất nhiều thời_gian và tiện_lợi nhiều hơn khi mua hàng
good,5,com.shopee.vn,positive,vi,good,good
"làm ăn vớ vẩn,",1,com.shopee.vn,negative,vi,làm ăn vớ vẩn,làm_ăn vớ vẩn
quảng cáo ít thôi đcm,1,com.shopee.vn,negative,vi,quảng cáo ít thôi đcm,quảng_cáo ít thôi đcm
đừng có mà doạ bố,1,com.shopee.vn,negative,vi,đừng có mà doạ bố,đừng có mà dọa bố
lỗi nhiều,3,com.shopee.vn,neutral,vi,lỗi nhiều,lỗi nhiều
đổi về xác nhận mã otp cũ đi,1,com.shopee.vn,negative,vi,đổi về xác nhận mã otp cũ đi,đổi về xác_nhận mã otp cũ đi
ok rất tận tình phục vụ mọi người ❤‍🔥,5,com.shopee.vn,positive,vi,ok rất tận tình phục vụ mọi người,ok rất tận_tình phục_vụ mọi người
"Trải nghiệm siêu tệ, lúc trước đặt hàng bình thường. Nhưng mà hôm nay dở chứng không cho đặt, bắt xác minh. Xác minh xong lại tự nhiên đăng nhập vào tài khoản khác. Bị gì vậy. Ý là không có mướn á. Làm tốn thời gian thu thập 29 nghìn xu. Rồi kết quả không sài được",1,com.shopee.vn,negative,vi,trải nghiệm siêu tệ lúc trước đặt hàng bình thường nhưng mà hôm nay dở chứng không cho đặt bắt xác minh xác minh xong lại tự nhiên đăng nhập vào tài khoản khác bị gì vậy ý là không có mướn á làm tốn thời gian thu thập 29 nghìn xu rồi kết quả không sài được,trải_nghiệm siêu_tệ lúc trước đặt_hàng bình_thường nhưng_mà hôm_nay dở_chứng không cho đặt bắt xác_minh xác_minh xong lại tự_nhiên đăng_nhập vào tài_khoản khác bị gì vậy ý là không có mướn_á làm tốn thời_gian thu_thập 29 nghìn xu rồi kết_quả không sài được
xoá tk xong không vô đc cái nào nx,1,com.shopee.vn,negative,vi,xoá tk xong không vô đc cái nào nx,xóa tk xong không vô_đc cái nào nx
đã đem lại cho tôi 1 trải nghiệm thật tuyệt vời,5,com.shopee.vn,positive,vi,đã đem lại cho tôi 1 trải nghiệm thật tuyệt vời,đã đem lại cho tôi 1 trải_nghiệm thật tuyệt_vời
tìm sản phẩm nhưng toàn đề xuất đồ không liên quan,1,com.shopee.vn,negative,vi,tìm sản phẩm nhưng toàn đề xuất đồ không liên quan,tìm sản_phẩm nhưng toàn đề_xuất đồ không liên_quan
rất khó chịu cái mà ko cho đăng kí Google cứ kêu là đã đăng kí cáu j trước đó nhưng trong khi tao ko đăng kí cái j hết tao mới tải mà nó nói rứa thì tao xóa luôn,1,com.shopee.vn,negative,vi,rất khó chịu cái mà không cho đăng kí google cứ kêu là đã đăng kí cáu j trước đó nhưng trong khi tao không đăng kí cái j hết tao mới tải mà nó nói rứa thì tao xóa luôn,rất khó_chịu cái mà không cho đăng_kí google cứ kêu là đã đăng_kí cáu j trước đó nhưng trong khi tao không đăng_kí cái j hết tao mới tải mà nó nói rứa thì tao xóa luôn
qc lắm,1,com.shopee.vn,negative,vi,qc lắm,qc lắm
sướng đời,5,com.shopee.vn,positive,vi,sướng đời,sướng đời
dùng rất ok nhưng e đặt hàng k đc ạ,3,com.shopee.vn,neutral,vi,dùng rất ok nhưng e đặt hàng không đc ạ,dùng rất ok nhưng e đặt_hàng không đc ạ
"Đăng nhập bằng sdt xong yêu cầu xác minh bằng OTP, xác minh xong yêu cầu nhập mật khẩu. Khách hàng quên mật khẩu thì redirect đến trang khôi phục tài khoản. Dev quá tệ",1,com.shopee.vn,negative,vi,đăng nhập bằng sdt xong yêu cầu xác minh bằng otp xác minh xong yêu cầu nhập mật khẩu khách hàng quên mật khẩu thì redirect đến trang khôi phục tài khoản dev quá tệ,đăng nhập bằng sdt xong yêu_cầu xác_minh bằng otp xác_minh xong yêu_cầu nhập mật_khẩu khách_hàng quên mật_khẩu thì redirect đến trang khôi_phục tài_khoản dev quá tệ
Sài thì ko cho đơn hàng giao rất lâu haizz mua còn ko dc,2,com.shopee.vn,negative,vi,sài thì không cho đơn hàng giao rất lâu haizz mua còn không được,sài thì không cho đơn hàng giao rất lâu_haizz mua còn không được
ko đạt được hàng,1,com.shopee.vn,negative,vi,không đạt được hàng,không đạt được hàng
ứng dụng mang lại trải nghiệm tốt,5,com.shopee.vn,positive,vi,ứng dụng mang lại trải nghiệm tốt,ứng_dụng mang lại trải_nghiệm tốt
quá tệ người ta săn xu mà không cho nhận xu báo tài khoản vi phạm trong khi chỉ coi video săn xu bình thường có làm gì mà vi phạm,1,com.shopee.vn,negative,vi,quá tệ người ta săn xu mà không cho nhận xu báo tài khoản vi phạm trong khi chỉ coi video săn xu bình thường có làm gì mà vi phạm,quá tệ người ta săn xu mà không cho nhận xu_báo tài_khoản vi_phạm trong khi chỉ coi video săn xu bình_thường có làm gì mà vi_phạm
"ship không gọi điện hay đến giao hàng gì cả mà đã tự hoàn về cho shop khi tôi chờ lâu.Không giao thì thôi nhé tôi khiếu nại chứ nhiêu ,có trả tiền ship đâu! Bị hoàn về trên 6 lần rồi nhé ,không cải thiện thì thôi nhé.hihihihi.Khiếu nại cũng như không nên khuyên là xóa nhá ,tệ thì thôi nhé,lm như có ngày bị sập.hihi",1,com.shopee.vn,negative,vi,ship không gọi điện hay đến giao hàng gì cả mà đã tự hoàn về cho shop khi tôi chờ lâu không giao thì thôi nhé tôi khiếu nại chứ nhiêu có trả tiền ship đâu bị hoàn về trên 6 lần rồi nhé không cải thiện thì thôi nhé hihihihi khiếu nại cũng như không nên khuyên là xóa nhá tệ thì thôi nhé lm như có ngày bị sập hihi,ship không gọi điện hay đến giao hàng gì cả mà đã tự hoàn về cho shop khi tôi chờ lâu không giao thì thôi nhé tôi khiếu_nại chứ nhiêu có trả tiền ship đâu bị hoàn về trên 6 lần rồi nhé không cải_thiện thì thôi nhé hihihihi khiếu_nại cũng như không nên khuyên là xóa nhá_tệ thì thôi nhé lm như có ngày bị sập hihi
rất ọk,5,com.shopee.vn,positive,vi,rất ọk,rất ọk
tất cả đều ok cho 5*****,5,com.shopee.vn,positive,vi,tất cả đều ok cho 5,tất_cả đều ok cho 5
dùng nhanh nóng máy,3,com.shopee.vn,neutral,vi,dùng nhanh nóng máy,dùng nhanh nóng máy
sắp đến giờ săn sale r mà còn load mạng thì đầy cọc khó chịu vl ra í,1,com.shopee.vn,negative,vi,sắp đến giờ săn sale rồi mà còn load mạng thì đầy cọc khó chịu vl ra í,sắp đến giờ săn sale rồi mà_còn load_mạng thì đầy cọc khó_chịu vl ra í
"Quá lag trải nghiệm mua sắm sẽ tệ đi , cần sự tối giản và mượt mà hơn nâng cao trải nghiệm mua sắm , app tự mở lên quá bất tiện !",1,com.shopee.vn,negative,vi,quá lag trải nghiệm mua sắm sẽ tệ đi cần sự tối giản và mượt mà hơn nâng cao trải nghiệm mua sắm app tự mở lên quá bất tiện,quá lag trải_nghiệm mua_sắm sẽ tệ đi cần sự tối_giản và mượt_mà hơn nâng cao trải_nghiệm mua_sắm app_tự mở lên quá bất_tiện
phần shopee food không thể thực hiện đánh giá lại gây bất tiện cho khách hàng muốn feedback lại chi tiết hơn cho quán,1,com.shopee.vn,negative,vi,phần shopee food không thể thực hiện đánh giá lại gây bất tiện cho khách hàng muốn feedback lại chi tiết hơn cho quán,phần shopee food không_thể thực_hiện đánh_giá lại gây bất_tiện cho khách_hàng muốn feedback lại chi_tiết hơn cho quán
phiền,1,com.shopee.vn,negative,vi,phiền,phiền
cđ,3,com.shopee.vn,neutral,vi,cđ,cđ
tôi bị dính quảng cáo của shoppe trên gg cay ác đang chơi thì quảng cáo tự hiện màng hình chính,1,com.shopee.vn,negative,vi,tôi bị dính quảng cáo của shoppe trên gg cay ác đang chơi thì quảng cáo tự hiện màng hình chính,tôi bị dính quảng_cáo của shoppe trên gg cay_ác đang chơi thì quảng_cáo tự hiện_màng hình chính
ơ tự nhiên lại bị cấm mua đồ thế,1,com.shopee.vn,negative,vi,ơ tự nhiên lại bị cấm mua đồ thế,ơ tự_nhiên lại bị cấm mua đồ thế
dạo này shopee sử lý các đơn nhanh ok cảm ơn shopee,5,com.shopee.vn,positive,vi,dạo này shopee sử lý các đơn nhanh ok cảm ơn shopee,dạo này shopee sử_lý các đơn nhanh ok cảm_ơn shopee
ở trên shopee được cái xem được rõ đánh giá của người khác mua hàng cũng ok hơn,4,com.shopee.vn,positive,vi,ở trên shopee được cái xem được rõ đánh giá của người khác mua hàng cũng ok hơn,ở trên shopee được cái xem được rõ đánh_giá của người khác mua hàng cũng ok hơn
được miễn phí vận chuyển quá tốt,5,com.shopee.vn,positive,vi,được miễn phí vận chuyển quá tốt,được miễn_phí vận_chuyển quá tốt
bình thường,3,com.shopee.vn,neutral,vi,bình thường,bình_thường
có thể mau hàng 0k,5,com.shopee.vn,positive,vi,có thể mau hàng 0k,có_thể mau hàng 0 k
rõ là tài khoản Google không đụng gì mà cứ khoá tài khoản xong tiền thì không cho rút,1,com.shopee.vn,negative,vi,rõ là tài khoản google không đụng gì mà cứ khoá tài khoản xong tiền thì không cho rút,rõ là tài_khoản google không đụng gì mà cứ khóa tài_khoản xong tiền thì không cho rút
ngon :),5,com.shopee.vn,positive,vi,ngon,ngon
ê rảnh app oke giao hàng cx nhanh,5,com.shopee.vn,positive,vi,ê rảnh app oke giao hàng cũng nhanh,ê_rảnh app oke giao hàng cũng nhanh
rất tệ đag mua đơn 0đ tự nhiên hết,1,com.shopee.vn,negative,vi,rất tệ đag mua đơn 0đ tự nhiên hết,rất tệ_đag mua đơn 0 đ tự_nhiên hết
giao đúng hàng,5,com.shopee.vn,positive,vi,giao đúng hàng,giao đúng hàng
Rất singma shop !!!,5,com.shopee.vn,positive,vi,rất singma shop,rất singma shop
thíc vcl,5,com.shopee.vn,positive,vi,thíc vcl,thíc vcl
mua hàng xg bị hoàn lại trg khi ko hề nhận đc cuộc gọi từ shipper? nt xin sự trợ giúp của Tép thì toàn là tn máy éo hiểu lm ăn kiểu j luôn,1,com.shopee.vn,negative,vi,mua hàng xg bị hoàn lại trg khi không hề nhận đc cuộc gọi từ shipper nt xin sự trợ giúp của tép thì toàn là tn máy éo hiểu lm ăn kiểu j luôn,mua hàng xg bị hoàn lại trg khi không hề nhận đc cuộc_gọi từ shipper nt xin sự trợ_giúp của tép thì toàn là tn máy éo hiểu lm ăn kiểu j luôn
Cũng tiện. Là nơi hội tụ nhiều shop không lành mạnh kèm sản phẩm giá trị thấp và cực thấp,3,com.shopee.vn,neutral,vi,cũng tiện là nơi hội tụ nhiều shop không lành mạnh kèm sản phẩm giá trị thấp và cực thấp,cũng tiện là nơi hội_tụ nhiều shop không lành_mạnh kèm sản_phẩm giá_trị thấp và cực thấp
giao hàng chậm vcll,1,com.shopee.vn,negative,vi,giao hàng chậm vcll,giao hàng chậm vcll
ko đặt j tự nhiên bị giao một đống đồ,1,com.shopee.vn,negative,vi,không đặt j tự nhiên bị giao một đống đồ,không đặt j tự_nhiên bị giao một đống đồ
mua sắm nhanh chóng,5,com.shopee.vn,positive,vi,mua sắm nhanh chóng,mua_sắm nhanh_chóng
mình thấy rất ok,5,com.shopee.vn,positive,vi,mình thấy rất ok,mình thấy rất ok
tôi muốn xóa tài khoản nhưng shopee không phản hồi,1,com.shopee.vn,negative,vi,tôi muốn xóa tài khoản nhưng shopee không phản hồi,tôi muốn xóa tài_khoản nhưng shopee không phản_hồi
... tiện lợi,5,com.shopee.vn,positive,vi,tiện lợi,tiện lợi
đặt đơn nào đơn đấy lúc nào về cũng muộn 😤,3,com.shopee.vn,neutral,vi,đặt đơn nào đơn đấy lúc nào về cũng muộn,đặt đơn nào đơn đấy lúc_nào về cũng muộn
cho mã 80k cho người mới nhưng đặt hàng áp mã lại không giao ko gọi hoàn hàng với lý do giao hàng thất bại lừa đảo,1,com.shopee.vn,negative,vi,cho mã 80k cho người mới nhưng đặt hàng áp mã lại không giao không gọi hoàn hàng với lý do giao hàng thất bại lừa đảo,cho mã 80 k cho người mới nhưng đặt_hàng áp_mã lại không giao không gọi hoàn_hàng với lý_do giao hàng thất_bại lừa_đảo
mất khuyến mãi người mới ??,1,com.shopee.vn,negative,vi,mất khuyến mãi người mới,mất khuyến_mãi người mới
"nhiều mã giảm giá, sàn trợ giá rất mạnh, mua được hàng rẻ, chất lượng tốt",5,com.shopee.vn,positive,vi,nhiều mã giảm giá sàn trợ giá rất mạnh mua được hàng rẻ chất lượng tốt,nhiều mã giảm_giá_sàn trợ_giá rất mạnh mua được hàng rẻ chất_lượng tốt
giao hàng quá châm,2,com.shopee.vn,negative,vi,giao hàng quá châm,giao hàng quá châm
