app,content,score,sentiment,review_clean,review_segmented,language,original_label,cleaned_label,text_pred,text_conf,text_reason,final_label,decision_type,final_confidence
Shopee,giá tốt hơn ngoài thị trường. nhiều voucher giảm giá. Tuyệt vời!,5,positive,giá tốt hơn ngoài thị trường nhiều voucher giảm giá tuyệt vời,giá tốt hơn ngoài thị_trường nhiều voucher giảm_giá tuyệt_vời,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,"giao hàng đúng hẹn,nv vui vẻ nhiệt tình.cám ơn",5,positive,giao hàng đúng hẹn nv vui vẻ nhiệt tình cám ơn,giao hàng đúng hẹn nv vui_vẻ nhiệt_tình cám_ơn,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,hay nha,5,positive,hay nha,hay nha,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,tại sao app của tôi không có widget laza coin để thêm vào màn hình chính,5,positive,tại sao app của tôi không có widget laza coin để thêm vào màn hình chính,tại_sao app của tôi không có widget laza coin để thêm vào màn_hình chính,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Rất ok,5,positive,râ t ok,râ t ok,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,rất uy tín nhé,5,positive,rất uy tín nhé,rất uy_tín nhé,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,"Không thể đăng nhập vào tài khoản trên thiết bị mới. chả hiểu bảo mật kiểu gì, cho số điện thoại thì không gửi mã để xác nhận. Laz giàu quá không cần khách hàng. Thôi đành qua Shopee mua cho nhanh",1,negative,không thể đăng nhập vào tài khoản trên thiết bị mới chả hiểu bảo mật kiểu gì cho số điện thoại thì không gửi mã để xác nhận laz giàu quá không cần khách hàng thôi đành qua shopee mua cho nhanh,không_thể đăng_nhập vào tài_khoản trên thiết_bị mới chả hiểu bảo_mật kiểu gì cho số điện_thoại thì không gửi_mã để xác_nhận laz giàu quá không cần khách_hàng thôi đành qua shopee mua cho nhanh,vi,1,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,vi phạm đời sống con người,5,positive,vi phạm đời sống con người,vi_phạm đời_sống con_người,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Rat tuyet,5,positive,rat tuyet,rat tuyet,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Vui vãi cả TẾ,4,positive,vui vãi cả tế,vui vãi cả tế,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,App giao hàng rất nhanh chúc app càng phát triển 🥰,5,positive,app giao hàng rất nhanh chúc app càng phát triển,app giao hàng rất nhanh_chúc app càng phát_triển,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,hài long,5,positive,hài long,hài long,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,nhân viên nói chuyện nhẹ nhàng tốt bụng không cáu gắt không nói ngang 5 sao,5,positive,nhân viên nói chuyện nhẹ nhàng tốt bụng không cáu gắt không nói ngang 5 sao,nhân_viên nói_chuyện nhẹ_nhàng tốt_bụng không cáu_gắt không nói ngang 5 sao,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,"Mình thích tiki vì khâu đóng gói và giao hàng siêu nhanh siêu chỉnh chu, dù mua thứ gì thì cx đều có hộp gói cẩn thận, chống sốc tốt, sẽ ủng hộ tiki tiếp",5,positive,mình thích tiki vì khâu đóng gói và giao hàng siêu nhanh siêu chỉnh chu dù mua thứ gì thì cũng đều có hộp gói cẩn thận chống sốc tốt sẽ ủng hộ tiki tiếp,mình thích tiki vì khâu đóng_gói và giao hàng siêu nhanh siêu_chỉnh chu_dù mua thứ gì thì cũng đều có hộp_gói cẩn_thận chống sốc tốt sẽ ủng_hộ tiki tiếp,vi,1,1,1.0,0.7,3 từ tích cực,1.0,score_based,1.0
Shopee,shop chú đáo uy tín síp nhanh đóng gói kỹ càng nói chung hài lòng sẽ tiếp tục mua hàng,5,positive,cửa hàng chú đáo uy tín síp nhanh đóng gói kỹ càng nói chung hài lòng sẽ tiếp tục mua hàng,cửa_hàng chú_đáo uy_tín_síp nhanh đóng_gói kỹ_càng nói_chung hài_lòng sẽ tiếp_tục mua hàng,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,shopee thường xuyên cập nhật các đơn hàng miễn phí vận chuyển nên tôi rất dễ dàng mua những sản phẩm mà trước đây tôi chưa mua được vì phí vận chuyển cao hơn sản phẩm,5,positive,shopee thường xuyên cập nhật các đơn hàng miễn phí vận chuyển nên tôi rất dễ dàng mua những sản phẩm mà trước đây tôi chưa mua được vì phí vận chuyển cao hơn sản phẩm,shopee thường_xuyên cập_nhật các đơn hàng miễn_phí vận_chuyển nên tôi rất dễ_dàng mua những sản_phẩm mà trước_đây tôi chưa mua được vì phí vận_chuyển cao hơn sản_phẩm,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,dc nha nhưng mua nhiều thì dần dần có nhiều đồ đắt,5,positive,được nha nhưng mua nhiều thì dần dần có nhiều đồ đắt,được nha nhưng mua nhiều thì dần_dần có nhiều đồ đắt,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,Tàm tạm,5,positive,tàm tạm,tàm tạm,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,rẻ và cho kiểm ỷa hàng,5,positive,rẻ và cho kiểm ỷa hàng,rẻ và cho kiểm_ỷa hàng,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,hay tốt,5,positive,hay tốt,hay tốt,vi,1,1,1.0,0.7,2 từ tích cực,1.0,score_based,1.0
Shopee,tốt. hài lòng,5,positive,tốt hài lòng,tốt hài_lòng,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,"Rất tốt,hàng đúng,giá rẻ,giao nhanh,♡♡♡♡♡♡♡♡♡♡♡",4,positive,rất tốt hàng đúng giá rẻ giao nhanh,rất tốt hàng đúng giá rẻ giao nhanh,vi,1,1,1.0,0.85,Có 'rất tốt',1.0,score_based,1.0
Shopee,"ok , thích hhi",5,positive,ok thích hhi,ok thích hhi,vi,1,1,1.0,0.7,2 từ tích cực,1.0,score_based,1.0
Shopee,"nhiều lúc bọn shipper tự ý trưa gọi nhận hàng đã cho đơn quay trả về, shipper nhiều lúc bố náo",5,positive,nhiều lúc bọn shipper tự ý trưa gọi nhận hàng đã cho đơn quay trả về shipper nhiều lúc bố náo,nhiều lúc bọn shipper tự_ý trưa gọi nhận hàng đã cho đơn quay trả về shipper nhiều lúc bố náo,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Rất tuyệt vời mua hàng trên đấy được miễn phí coi phim trên Galaxy một năm,5,positive,rất tuyệt vời mua hàng trên đấy được miễn phí coi phim trên galaxy một năm,rất tuyệt_vời mua hàng trên đấy được miễn_phí coi phim trên galaxy một năm,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,"mua hàng nhanh, thuận tiện, giá cả rẻ hơn app khác. giao hàng đúng hẹn.",5,positive,mua hàng nhanh thuận tiện giá cả rẻ hơn app khác giao hàng đúng hẹn,mua hàng nhanh thuận_tiện giá_cả rẻ hơn app khác giao hàng đúng hẹn,vi,1,1,1.0,0.7,2 từ tích cực,1.0,score_based,1.0
Shopee,quá hay,5,positive,quá hay,quá hay,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Đã mua hàng nhiều ok,5,positive,đã mua hàng nhiều ok,đã mua hàng nhiều ok,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,"Tiện lợi, giao hàng nhanh, rất hài lòng...",5,positive,tiện lợi giao hàng nhanh rất hài lòng,tiện_lợi giao hàng nhanh rất hài_lòng,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,chưa sài bao giờ. Nhưng nghe đứa em nói tiki rất uy tín nên cho 5 Sao,5,positive,chưa sài bao giờ nhưng nghe đứa em nói tiki rất uy tín nên cho 5 sao,chưa sài bao_giờ nhưng nghe đứa em nói tiki rất uy_tín nên cho 5 sao,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,"oce, nhưng đa phần sẽ giao hàng sẽ rất lâu",4,positive,oce nhưng đa phần sẽ giao hàng sẽ rất lâu,oce nhưng đa_phần sẽ giao hàng sẽ rất lâu,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,sản phẩm tốt lắm mình đã mua 3 lần rồi,5,positive,sản phẩm tốt lắm mình đã mua 3 lần rồi,sản_phẩm tốt lắm mình đã mua 3 lần rồi,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,rất đáng tải,5,positive,rất đáng tải,rất đáng tải,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,"tuy ko tiện bằng shope và tiktok nhưng mà rẻ hơn các sàn đấy và nhiều xu với voucher giảm sâu, tui có đặt 2 đơn mà nó giao từ taobao và hàng HongKong Trung Quốc nên ko đại trà siêu recommen và rẻ nữa mặc dù giao hàng hơi lâu tầm 10 ngày",5,positive,tuy không tiện bằng shope và tiktok nhưng mà rẻ hơn các sàn đấy và nhiều xu với voucher giảm sâu tui có đặt 2 đơn mà nó giao từ taobao và hàng hongkong trung quốc nên không đại trà siêu recommen và rẻ nữa mặc dù giao hàng hơi lâu tầm 10 ngày,tuy không tiện bằng shope và tiktok nhưng_mà rẻ hơn các sàn đấy và nhiều xu với voucher giảm sâu tui có đặt 2 đơn mà nó giao từ taobao và hàng hongkong trung_quốc nên không đại_trà siêu_recommen và rẻ nữa mặc_dù giao hàng hơi lâu tầm 10 ngày,vi,1,1,1.0,0.7,2 từ tích cực,1.0,score_based,1.0
Shopee,"app thì ok nmà gần Tết cái ngộ ha, đặt đơn, shop đi đơn, shipper thì đ giao :))) hoàn trả của t 5 đơn rồi đó, k giao thì nghỉ đi để ngk giao, đặt đơn nào hoàn đơn đó là sao???",4,positive,app thì ok nmà gần tết cái ngộ ha đặt đơn cửa hàng đi đơn shipper thì đ giao hoàn trả của t 5 đơn rồi đó không giao thì nghỉ đi để ngk giao đặt đơn nào hoàn đơn đó là sao,app thì ok nmà gần tết cái ngộ ha đặt đơn cửa_hàng đi đơn_shipper thì đ giao hoàn_trả của t 5 đơn rồi đó không giao thì nghỉ đi để ngk giao đặt đơn nào hoàn_đơn đó là sao,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Đừng tải uổng phí dung lượng. Khách hàng lần đầu được giảm 20k. Chưa mua gì thoát ra là mất ưu đãi,2,negative,đừng tải uổng phí dung lượng khách hàng lần đầu được giảm 20k chưa mua gì thoát ra là mất ưu đãi,đừng tải uổng_phí dung_lượng khách_hàng lần đầu được giảm 20 k chưa mua gì thoát ra là mất ưu_đãi,vi,1,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,tốt.tiện ích,5,positive,tốt tiện ích,tốt tiện_ích,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Very good,5,positive,very good,very good,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,có nhìu đồ rẻ,5,positive,có nhìu đồ rẻ,có nhìu đồ rẻ,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Cách dùng rất dễ,5,positive,cách dùng rất dễ,cách dùng rất dễ,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,tôi thích Shopee vì chất lượng và giá cả hợp lý,5,positive,tôi thích shopee vì chất lượng và giá cả hợp lý,tôi thích shopee vì chất_lượng và giá_cả hợp_lý,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,"Nó giao rất lâu,tôi tưởng nó vừa rẻ giao nhanh nhưng không!Nó còn đắt hơn Lazada Shoppe nữa!Giao gì mà lâu chết mẹ tôi thấy nó không bằng 1 góc của Lazada nữa mong tiki giảm giá và giao 1-2 ngày lẹ nha!!!!",1,negative,nó giao rất lâu tôi tưởng nó vừa rẻ giao nhanh nhưng không nó còn đắt hơn lazada shoppe nữa giao gì mà lâu chết mẹ tôi thấy nó không bằng 1 góc của lazada nữa mong tiki giảm giá và giao 1 2 ngày lẹ nha,nó giao rất lâu tôi tưởng nó vừa rẻ giao nhanh nhưng không nó còn đắt hơn lazada shoppe nữa giao gì mà lâu chết mẹ tôi thấy nó không bằng 1 góc của lazada nữa mong tiki giảm_giá và giao 1 2 ngày lẹ nha,vi,1,0,1.0,0.7,2 từ tích cực,0.0,score_based,1.0
Shopee,Trang bán hàng điện tử uy tín và tin cậy,5,positive,trang bán hàng điện tử uy tín và tin cậy,trang bán hàng điện_tử uy_tín và tin_cậy,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,ít mã giảm giá từ 0₫ đến 50k quớ,4,positive,ít mã giảm giá từ 0 đến 50k quớ,ít_mã giảm_giá từ 0 đến 50 k quớ,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,đợt này giao hàng quá lâu,4,positive,đợt này giao hàng quá lâu,đợt này giao hàng quá lâu,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,"Tôi là nạn nhân, kiểu sale 2/2 (kiểu kích cầu giả tạo). Tôi mua 2 đơn hàng, chờ hoài vì vận chuyển bị trễ, đến khi có người gọi điện, đúng lúc tôi vắng nhà, họ hằng học và tự nói hủy đơn, cũng không cho tôi hẹn lại thời gian, cũng không một lời hẹn lại thời gian giao hàng. Tôi có liên hệ với tổng đàu shopee và nhắn tin cho người bán, thế nhưng vẫn không giải quyết. Tôi nói điều này để khẳng định, tôi cần đơn hàng và tôi là người dùng thật.",1,negative,tôi là nạn nhân kiểu sale 2 2 kiểu kích cầu giả tạo tôi mua 2 đơn hàng chờ hoài vì vận chuyển bị trễ đến khi có người gọi điện đúng lúc tôi vắng nhà họ hằng học và tự nói hủy đơn cũng không cho tôi hẹn lại thời gian cũng không một lời hẹn lại thời gian giao hàng tôi có liên hệ với tổng đàu shopee và nhắn tin cho người bán thế nhưng vẫn không giải quyết tôi nói điều này để khẳng định tôi cần đơn hàng và tôi là người dùng thật,tôi là nạn_nhân kiểu sale 2 2 kiểu kích_cầu giả_tạo tôi mua 2 đơn hàng chờ hoài vì vận_chuyển bị trễ đến khi có người gọi điện đúng lúc tôi vắng nhà họ hằng học và tự nói hủy_đơn cũng không cho tôi hẹn lại thời_gian cũng không một lời hẹn lại thời_gian giao hàng tôi có liên_hệ với tổng đàu_shopee và nhắn_tin cho người bán thế nhưng vẫn không giải_quyết tôi nói điều này để khẳng_định tôi cần đơn hàng và tôi là người dùng thật,vi,1,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,giao hàng nhanh ok,5,positive,giao hàng nhanh ok,giao hàng nhanh ok,vi,1,1,1.0,0.7,2 từ tích cực,1.0,score_based,1.0
Lazada,sảng khoái,5,positive,sảng khoái,sảng khoái,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,"sản phẩm tốt, hàng giao nhanh",5,positive,sản phẩm tốt hàng giao nhanh,sản_phẩm tốt hàng giao nhanh,vi,1,1,1.0,0.7,2 từ tích cực,1.0,score_based,1.0
Lazada,chưa sử dụng chưa biết,5,positive,chưa sử dụng chưa biết,chưa sử_dụng chưa biết,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,App hay lắm nhá mn nên tải về😋,5,positive,app hay lắm nhá mn nên tải về,app hay lắm nhá_mn nên tải về,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Rất tốt nhà,5,positive,rất tốt nhà,rất tốt nhà,vi,1,1,1.0,0.85,Có 'rất tốt',1.0,score_based,1.0
Tiki,em yêu Ti ki,5,positive,em yêu ti ki,em yêu_ti ki,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Thành phần hóa hàng,5,positive,thành phần hóa hàng,thành_phần hóa hàng,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,nhớ 1h,5,positive,nhớ 1h,nhớ 1 h,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,giao hàng rất ôskê,5,positive,giao hàng rất ôskê,giao hàng rất ôskê,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,đặt được rẻ hơn bên ngoài hoàn trả 100%,5,positive,đặt được rẻ hơn bên ngoài hoàn trả 100,đặt được rẻ hơn bên ngoài hoàn_trả 100,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,rất vui mua sắm giao dịch nhanh trong 2 giờ,5,positive,rất vui mua sắm giao dịch nhanh trong 2 giờ,rất vui mua_sắm giao_dịch nhanh trong 2 giờ,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,"Uy tín, chất lượng, nhiều mặt hàng, rất tiện lợi cho việc mua sắm online!",5,positive,uy tín chất lượng nhiều mặt hàng rất tiện lợi cho việc mua sắm online,uy_tín chất_lượng nhiều mặt_hàng rất tiện_lợi cho việc mua_sắm online,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,giao nhanh hơn shope,5,positive,giao nhanh hơn shope,giao nhanh hơn shope,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Rấtttttttt tuyệt vời,5,positive,rất tuyệt vời,rất tuyệt_vời,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,"Trước tết đặt bao nhiêu chả giao 1 cái ko nói gì, qua tết rùi đặt có mấy đơn cũg chả giao 1 cái, riết rùi spx đặt cho có .bỏ app shopee lun chứ s giờ, J&T express dưới này tốt , mà mình ko sài tiktok,,shopee liên kết J&T express đi ,mình ở Nguyễn Huân,huyện Đầm Dơi ,Cà Mau!",1,negative,trước tết đặt bao nhiêu chả giao 1 cái không nói gì qua tết rùi đặt có mấy đơn cũg chả giao 1 cái riết rùi spx đặt cho có bỏ app shopee lun chứ s giờ j t express dưới này tốt mà mình không sài tiktok shopee liên kết j t express đi mình ở nguyễn huân huyện đầm dơi cà mau,trước tết đặt bao_nhiêu chả giao 1 cái không nói gì qua tết rùi đặt có mấy đơn cũg chả giao 1 cái riết rùi spx đặt cho có bỏ app shopee lun chứ s giờ j t express dưới này tốt mà mình không sài tiktok shopee liên_kết j t express đi mình ở nguyễn_huân huyện đầm_dơi cà_mau,vi,1,0,1.0,0.7,2 từ tích cực,0.0,score_based,1.0
Lazada,Nhiều khuyến mãi chương trình giảm giá hàng hóa đa dạng (để bảo vệ quyền lợi khách hàng đề nghị laZađa nên loại bỏ những thành phần lừa gạt bán hàng giả hàng nhái hàng mô hình làm mất uy tín gây thiệt hại cho người mua),5,positive,nhiều khuyến mãi chương trình giảm giá hàng hóa đa dạng để bảo vệ quyền lợi khách hàng đề nghị lazađa nên loại bỏ những thành phần lừa gạt bán hàng giả hàng nhái hàng mô hình làm mất uy tín gây thiệt hại cho người mua,nhiều khuyến_mãi chương_trình giảm_giá hàng hóa đa_dạng để bảo_vệ quyền_lợi khách_hàng đề_nghị lazađa nên loại_bỏ những thành_phần lừa_gạt bán hàng giả hàng nhái hàng mô_hình làm mất uy_tín gây thiệt_hại cho người mua,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,"mọi sai sót đều được shop hỗ trợ nhiệt tình, rất ok 👌",5,positive,mọi sai sót đều được cửa hàng hỗ trợ nhiệt tình rất ok,mọi sai_sót đều được cửa_hàng hỗ_trợ nhiệt_tình rất ok,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,mua hàng rất tốt,5,positive,mua hàng rất tốt,mua hàng rất tốt,vi,1,1,1.0,0.85,Có 'rất tốt',1.0,score_based,1.0
Lazada,để ngày giao 2/1 mới đặt sau tăng lên 5/1,5,positive,để ngày giao 2 1 mới đặt sau tăng lên 5 1,để ngày giao 2 1 mới đặt sau tăng lên 5 1,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,mình đã từng mua rất nhiều sản phẩm..ok,5,positive,mình đã từng mua rất nhiều sản phẩm ok,mình đã từng mua rất nhiều sản_phẩm ok,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,có phần trả hàng hoàn tiền. nên xài yên tâm. không lo bị lừa. shoppi làm ăn càng ngày càng ngon lành.,5,positive,có phần trả hàng hoàn tiền nên xài yên tâm không lo bị lừa shoppi làm ăn càng ngày càng ngon lành,có phần trả hàng hoàn_tiền nên xài yên_tâm không lo bị lừa_shoppi làm_ăn càng_ngày_càng ngon_lành,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,cho 5*****,5,positive,cho 5,cho 5,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,ứng dụng mua đồ rẻ uy tính và chất lượng nhất mà tôi thấy!,5,positive,ứng dụng mua đồ rẻ uy tính và chất lượng nhất mà tôi thấy,ứng_dụng mua đồ rẻ uy_tính và chất_lượng nhất mà tôi thấy,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,kem này Sài rất ok,5,positive,kem này sài rất ok,kem này sài rất ok,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,oke lái la tuy vẫn còn nhiều sai sót nhỏ nhg rất oke . Tuyệt vời !,5,positive,oke lái la tuy vẫn còn nhiều sai sót nhỏ nhg rất oke tuyệt vời,oke lái_la tuy vẫn còn nhiều sai_sót nhỏ nhg rất oke tuyệt_vời,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,giao lâu còn bị hủy đơn hàng,4,positive,giao lâu còn bị hủy đơn hàng,giao lâu còn bị hủy đơn hàng,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Rất Là Tốt ❤,5,positive,rất là tốt,rất là tốt,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,Ít tiền . Mua đồ tiện hơn,5,positive,ít tiền mua đồ tiện hơn,ít tiền mua đồ_tiện hơn,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,shipper tự ý hoàn đơn hàng của mình không nói mình tiếng nào trong khi mình đã hẹn chiều giao minh sẽ lấy báo lên tổng đài thì không giải quyết và giao lại đơn hàng cho mình,1,negative,shipper tự ý hoàn đơn hàng của mình không nói mình tiếng nào trong khi mình đã hẹn chiều giao minh sẽ lấy báo lên tổng đài thì không giải quyết và giao lại đơn hàng cho mình,shipper tự_ý hoàn_đơn hàng của mình không nói mình tiếng nào trong khi mình đã hẹn chiều giao_minh sẽ lấy báo lên tổng_đài thì không giải_quyết và giao lại đơn hàng cho mình,vi,1,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,nhanh lẹ,5,positive,nhanh lẹ,nhanh lẹ,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,Rất OK,5,positive,rất ok,rất ok,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Tiki mua hết điện shoppbi,5,positive,tiki mua hết điện shoppbi,tiki mua hết điện shoppbi,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,mình thấy rất ok,5,positive,mình thấy rất ok,mình thấy rất ok,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,"Tiki nên xem lại session của mỗi lần login vào app, ngày nào cũng request đăng nhập rât là phiền",4,positive,tiki nên xem lại session của mỗi lần login vào app ngày nào cũng request đăng nhập rât là phiền,tiki nên xem_lại session của mỗi lần login vào app ngày nào cũng request đăng_nhập rât là phiền,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Có đuoc kiem hang ko ta,4,positive,có đuoc kiem hang không ta,có đuoc kiem hang không ta,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,tốc độ người giao hàng này nhanh hơn vũ văn bổn,5,positive,tốc độ người giao hàng này nhanh hơn vũ văn bổn,tốc_độ người giao hàng này nhanh hơn vũ_văn_bổn,vi,1,1,1.0,0.7,2 từ tích cực,1.0,score_based,1.0
Tiki,Hàng rẻ hơn shoppee một chút,5,positive,hàng rẻ hơn shoppee một chút,hàng rẻ hơn shoppee một_chút,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Mua hàng ok,5,positive,mua hàng ok,mua hàng ok,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,app này xứng đáng là app tuyệt nhất,5,positive,app này xứng đáng là app tuyệt nhất,app này xứng_đáng là app tuyệt nhất,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,giao đúng đơn,5,positive,giao đúng đơn,giao đúng đơn,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,mẹ két nối shop lùa dảo giao hàng ko dúng chuẩn liên hẹ thì khong dc.,1,negative,mẹ két nối cửa hàng lùa dảo giao hàng không dúng chuẩn liên hẹ thì khong được,mẹ két nối cửa_hàng lùa dảo giao hàng_không dúng chuẩn liên_hẹ thì khong được,vi,1,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"mua hàng xong hôm sau giao luôn,giao nhanh,nhưng đang ngủ trưa thì phải ra nhận hàng nên mệt",5,positive,mua hàng xong hôm sau giao luôn giao nhanh nhưng đang ngủ trưa thì phải ra nhận hàng nên mệt,mua hàng xong hôm sau giao luôn giao nhanh nhưng đang ngủ trưa thì phải ra nhận hàng nên mệt,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Tôi thấy khá tốt,5,positive,tôi thấy khá tốt,tôi thấy khá tốt,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Tải hơi lâu nhưng cho kiểm tra hàng 10đ,5,positive,tải hơi lâu nhưng cho kiểm tra hàng 10đ,tải hơi lâu nhưng cho kiểm_tra hàng 10 đ,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,giá rẻ hàng tốt,5,positive,giá rẻ hàng tốt,giá rẻ hàng tốt,vi,1,1,1.0,0.7,2 từ tích cực,1.0,score_based,1.0
Shopee,Shopee tuyệt vời,5,positive,shopee tuyệt vời,shopee tuyệt_vời,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,có xu để mua đồ luôn nhé👍❤👍❤👍❤👍❤👍❤👍❤👍,5,positive,có xu để mua đồ luôn nhé,có xu để mua đồ luôn nhé,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,hàng đẹp giá rẻ,5,positive,hàng đẹp giá rẻ,hàng đẹp giá rẻ,vi,1,1,1.0,0.7,2 từ tích cực,1.0,score_based,1.0
Tiki,Nghe nói tốt hơn sàn TMĐT khác .,5,positive,nghe nói tốt hơn sàn tmđt khác,nghe nói tốt hơn sàn tmđt khác,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Lazada,Rất vui khi được làm quen với lazada,5,positive,rất vui khi được làm quen với lazada,rất vui khi được làm_quen với lazada,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,rất hài lòng với shoppe mua bán giá cả hợp lý và tiên lợi,5,positive,rất hài lòng với shoppe mua bán giá cả hợp lý và tiên lợi,rất hài_lòng với shoppe mua_bán giá_cả hợp_lý và tiên_lợi,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Tiki,Quá uy tín,5,positive,quá uy tín,quá uy_tín,vi,1,1,,0.0,Không rõ ràng,1.0,score_based,1.0
